x ,y
16.32,6.742267555
16.4,6.763784789
16.48,6.785950006
16.56,6.808710665
16.64,6.832014617
16.72,6.85581018
16.8,6.880046201
16.88,6.904672129
16.96,6.929638073
17.04,6.954894863
17.12,6.980394109
17.2,7.006088256
17.28,7.031930636
17.36,7.057875518
17.44,7.08387816
17.52,7.109894848
17.6,7.135882947
17.68,7.161800937
17.76,7.187608454
17.84,7.213266328
17.92,7.238736619
18,7.263982648
18.08,7.288969029
18.16,7.313661702
18.24,7.338027951
18.32,7.362036431
18.4,7.38565718
18.48,7.408861638
18.56,7.431622656
18.64,7.453914504
18.72,7.475712877
18.8,7.4969949
18.88,7.517739124
18.96,7.537925529
19.04,7.557535514
19.12,7.576551896
19.2,7.594958895
19.28,7.61274213
19.36,7.6298886
19.44,7.646386672
19.52,7.662226063
19.6,7.677397825
19.68,7.691894319
19.76,7.705709202
19.84,7.718837394
19.92,7.731275062
20,7.743019591
20.08,7.754069558
20.16,7.764424702
20.24,7.774085897
20.32,7.78305512
20.4,7.791335425
20.48,7.798930902
20.56,7.805846652
20.64,7.812088751
20.72,7.817664215
20.8,7.822580964
20.88,7.82684779
20.96,7.830474317
21.04,7.833470966
21.12,7.835848918
21.2,7.837620076
21.28,7.838797029
21.36,7.839393011
21.44,7.839421863
21.52,7.838898
21.6,7.837836365
21.68,7.836252398
21.76,7.834161993
21.84,7.831581464
21.92,7.828527505
22,7.825017155
22.08,7.82106776
22.16,7.816696939
22.24,7.811922546
22.32,7.806762633
22.4,7.801235424
22.48,7.795359269
22.56,7.789152623
22.64,7.782634003
22.72,7.775821964
22.8,7.768735062
22.88,7.76139183
22.96,7.753810743
23.04,7.746010191
23.12,7.738008454
23.2,7.729823672
23.28,7.72147382
23.36,7.712976683
23.44,7.704349835
23.52,7.695610608
23.6,7.68677608
23.68,7.677863045
23.76,7.668888
23.84,7.65986712
23.92,7.650816243
24,7.641750853
24.08,7.632686061
24.16,7.623636594
24.24,7.614616778
24.32,7.605640525
24.4,7.596721322
24.48,7.58787222
24.56,7.579105821
24.64,7.570434274
24.72,7.561869263
24.8,7.553421999
24.88,7.545103218
24.96,7.536923173
25.04,7.528891628
25.12,7.521017859
25.2,7.513310647
25.28,7.50577828
25.36,7.498428548
25.44,7.491268748
25.52,7.48430568
25.6,7.477545652
25.68,7.47099448
25.76,7.464657493
25.84,7.458539535
25.92,7.452644971
26,7.446977692
26.08,7.441541119
26.16,7.43633821
26.24,7.43137147
26.32,7.426642955
26.4,7.42215428
26.48,7.417906631
26.56,7.41390077
26.64,7.410137048
26.72,7.406615412
26.8,7.403335416
26.88,7.400296236
26.96,7.397496672
27.04,7.39493517
27.12,7.392609826
27.2,7.390518401
27.28,7.388658332
27.36,7.387026745
27.44,7.38562047
27.52,7.384436048
27.6,7.38346975
27.68,7.382717587
27.76,7.382175322
27.84,7.381838486
27.92,7.38170239
28,7.381762137
28.08,7.382012636
28.16,7.382448619
28.24,7.383064646
28.32,7.383855126
28.4,7.384814327
28.48,7.385936386
28.56,7.387215327
28.64,7.38864507
28.72,7.390219447
28.8,7.39193221
28.88,7.393777045
28.96,7.395747585
29.04,7.397837421
29.12,7.400040113
29.2,7.402349202
29.28,7.404758221
29.36,7.407260705
29.44,7.4098502
29.52,7.412520279
29.6,7.415264544
29.68,7.418076642
29.76,7.42095027
29.84,7.423879186
29.92,7.426857219
30,7.429878273
30.08,7.432936338
30.16,7.436025498
30.24,7.439139937
30.32,7.442273945
30.4,7.445421928
30.48,7.448578409
30.56,7.45173804
30.64,7.454895601
30.72,7.458046011
30.8,7.461184329
30.88,7.464305759
30.96,7.467405656
31.04,7.470479529
31.12,7.473523041
31.2,7.476532018
31.28,7.479502447
31.36,7.48243048
31.44,7.485312437
31.52,7.488144805
31.6,7.490924243
31.68,7.493647581
31.76,7.49631182
31.84,7.498914134
31.92,7.50145187
32,7.503922547
32.08,7.506323858
32.16,7.508653666
32.24,7.510910005
32.32,7.513091079
32.4,7.51519526
32.48,7.517221087
32.56,7.519167262
32.64,7.521032652
32.72,7.522816282
32.8,7.524517337
32.88,7.526135155
32.96,7.527669228
33.04,7.529119196
33.12,7.530484845
33.2,7.531766104
33.28,7.532963042
33.36,7.53407586
33.44,7.535104895
33.52,7.536050608
33.6,7.536913586
33.68,7.537694536
33.76,7.538394277
33.84,7.539013743
33.92,7.539553973
34,7.540016109
34.08,7.540401389
34.16,7.540711147
34.24,7.540946804
34.32,7.541109866
34.4,7.541201919
34.48,7.541224624
34.56,7.541179711
34.64,7.541068977
34.72,7.540894281
34.8,7.540657537
34.88,7.540360712
34.96,7.540005821
35.04,7.53959492
35.12,7.539130107
35.2,7.538613511
35.28,7.538047292
35.36,7.537433637
35.44,7.536774753
35.52,7.536072864
35.6,7.535330208
35.68,7.534549032
35.76,7.533731589
35.84,7.532880131
35.92,7.531996912
36,7.531084177
36.08,7.530144163
36.16,7.529179094
36.24,7.528191178
36.32,7.527182605
36.4,7.52615554
36.48,7.525112125
36.56,7.524054475
36.64,7.522984671
36.72,7.521904764
36.8,7.520816768
36.88,7.519722657
36.96,7.518624366
37.04,7.517523789
37.12,7.516422774
37.2,7.515323121
37.28,7.514226585
37.36,7.51313487
37.44,7.512049626
37.52,7.510972456
37.6,7.509904904
37.68,7.50884846
37.76,7.507804561
37.84,7.506774584
37.92,7.505759848
38,7.504761615
38.08,7.503781088
38.16,7.502819411
38.24,7.501877665
38.32,7.500956875
38.4,7.500058004
38.48,7.499181954
38.56,7.498329569
38.64,7.497501631
38.72,7.496698863
38.8,7.495921929
38.88,7.495171435
38.96,7.494447925
39.04,7.49375189
39.12,7.49308376
39.2,7.492443911
39.28,7.491832661
39.36,7.491250276
39.44,7.490696968
39.52,7.490172893
39.6,7.489678161
39.68,7.489212826
39.76,7.488776896
39.84,7.488370331
39.92,7.487993043
40,7.487644899
40.08,7.487325723
40.16,7.487035294
40.24,7.486773352
40.32,7.486539597
40.4,7.486333691
40.48,7.486155258
40.56,7.486003888
40.64,7.485879137
40.72,7.48578053
40.8,7.48570756
40.88,7.485659692
40.96,7.485636365
41.04,7.48563699
41.12,7.485660956
41.2,7.485707629
41.28,7.485776355
41.36,7.485866458
41.44,7.485977248
41.52,7.486108017
41.6,7.486258043
41.68,7.486426591
41.76,7.486612915
41.84,7.486816259
41.92,7.487035857
42,7.48727094
42.08,7.487520728
42.16,7.487784443
42.24,7.488061298
42.32,7.48835051
42.4,7.488651293
42.48,7.488962863
42.56,7.489284438
42.64,7.489615241
42.72,7.489954497
42.8,7.49030144
42.88,7.490655309
42.96,7.491015353
43.04,7.491380829
43.12,7.491751004
43.2,7.492125156
43.28,7.492502575
43.36,7.492882564
43.44,7.49326444
43.52,7.493647533
43.6,7.49403119
43.68,7.494414773
43.76,7.494797659
43.84,7.495179244
43.92,7.495558939
44,7.495936177
44.08,7.496310406
44.16,7.496681094
44.24,7.49704773
44.32,7.497409818
44.4,7.497766888
44.48,7.498118487
44.56,7.498464181
44.64,7.498803559
44.72,7.499136231
44.8,7.499461827
44.88,7.499779996
44.96,7.500090413
45.04,7.500392768
45.12,7.500686776
45.2,7.500972172
45.28,7.501248711
45.36,7.50151617
45.44,7.501774344
45.52,7.502023051
45.6,7.502262127
45.68,7.50249143
45.76,7.502710835
45.84,7.502920239
45.92,7.503119555
46,7.503308717
46.08,7.503487676
46.16,7.5036564
46.24,7.503814878
46.32,7.503963111
46.4,7.50410112
46.48,7.504228942
46.56,7.504346628
46.64,7.504454246
46.72,7.504551876
46.8,7.504639616
46.88,7.504717573
46.96,7.504785872
47.04,7.504844646
47.12,7.504894044
47.2,7.504934224
47.28,7.504965356
47.36,7.504987619
47.44,7.505001204
47.52,7.50500631
47.6,7.505003145
47.68,7.504991924
47.76,7.504972871
47.84,7.504946218
47.92,7.5049122
48,7.504871062
48.08,7.504823051
48.16,7.504768421
48.24,7.504707429
48.32,7.504640338
48.4,7.50456741
48.48,7.504488915
48.56,7.50440512
48.64,7.504316299
48.72,7.504222723
48.8,7.504124666
48.88,7.504022401
48.96,7.503916202
49.04,7.503806342
49.12,7.503693093
49.2,7.503576725
49.28,7.503457508
49.36,7.503335708
49.44,7.503211588
49.52,7.50308541
49.6,7.502957432
49.68,7.502827907
49.76,7.502697085
49.84,7.502565213
49.92,7.502432531
50,7.502299275
50.08,7.502165678
50.16,7.502031966
50.24,7.501898357
50.32,7.501765068
50.4,7.501632307
50.48,7.501500276
50.56,7.501369171
50.64,7.501239182
50.72,7.501110492
50.8,7.500983277
50.88,7.500857706
50.96,7.500733942
51.04,7.500612139
51.12,7.500492446
51.2,7.500375004
51.28,7.500259946
51.36,7.500147399
51.44,7.500037481
51.52,7.499930305
51.6,7.499825974
51.68,7.499724586
51.76,7.499626231
51.84,7.499530991
51.92,7.499438942
52,7.499350152
52.08,7.499264682
52.16,7.499182588
52.24,7.499103915
52.32,7.499028705
52.4,7.498956992
52.48,7.498888803
52.56,7.49882416
52.64,7.498763077
52.72,7.498705563
52.8,7.49865162
52.88,7.498601245
52.96,7.498554429
53.04,7.498511157
53.12,7.498471409
53.2,7.498435161
53.28,7.498402381
53.36,7.498373035
53.44,7.498347083
53.52,7.498324481
53.6,7.498305179
53.68,7.498289126
53.76,7.498276264
53.84,7.498266533
53.92,7.498259869
54,7.498256205
54.08,7.49825547
54.16,7.498257591
54.24,7.49826249
54.32,7.498270091
54.4,7.498280311
54.48,7.498293067
54.56,7.498308273
54.64,7.498325843
54.72,7.498345688
54.8,7.498367716
54.88,7.498391838
54.96,7.49841796
55.04,7.498445988
55.12,7.498475829
55.2,7.498507388
55.28,7.498540569
55.36,7.498575278
55.44,7.498611419
55.52,7.498648897
55.6,7.498687616
55.68,7.498727482
55.76,7.498768401
55.84,7.49881028
55.92,7.498853026
56,7.498896547
56.08,7.498940754
56.16,7.498985555
56.24,7.499030865
56.32,7.499076595
56.4,7.499122661
56.48,7.499168979
56.56,7.499215467
56.64,7.499262047
56.72,7.499308639
56.8,7.499355167
56.88,7.499401558
56.96,7.499447739
57.04,7.499493641
57.12,7.499539196
57.2,7.499584339
57.28,7.499629007
57.36,7.49967314
57.44,7.499716679
57.52,7.499759569
57.6,7.499801756
57.68,7.499843191
57.76,7.499883824
57.84,7.499923609
57.92,7.499962505
58,7.50000047
58.08,7.500037467
58.16,7.500073459
58.24,7.500108415
58.32,7.500142303
58.4,7.500175095
58.48,7.500206767
58.56,7.500237295
58.64,7.500266659
58.72,7.500294841
58.8,7.500321825
58.88,7.500347597
58.96,7.500372147
59.04,7.500395466
59.12,7.500417548
59.2,7.500438388
59.28,7.500457983
59.36,7.500476334
59.44,7.500493443
59.52,7.500509313
59.6,7.50052395
59.68,7.500537362
59.76,7.500549558
59.84,7.50056055
59.92,7.500570349
60,7.500578972
60.08,7.500586433
60.16,7.50059275
60.24,7.500597943
60.32,7.50060203
60.4,7.500605035
60.48,7.500606978
60.56,7.500607886
60.64,7.500607781
60.72,7.500606691
60.8,7.500604642
60.88,7.500601662
60.96,7.50059778
61.04,7.500593025
61.12,7.500587426
61.2,7.500581015
61.28,7.500573822
61.36,7.50056588
61.44,7.50055722
61.52,7.500547875
61.6,7.500537876
61.68,7.500527259
61.76,7.500516054
61.84,7.500504296
61.92,7.500492017
62,7.500479252
62.08,7.500466032
62.16,7.500452392
62.24,7.500438364
62.32,7.50042398
62.4,7.500409274
62.48,7.500394277
62.56,7.500379022
62.64,7.500363539
62.72,7.500347859
62.8,7.500332013
62.88,7.500316032
62.96,7.500299944
63.04,7.500283779
63.12,7.500267564
63.2,7.500251327
63.28,7.500235096
63.36,7.500218896
63.44,7.500202753
63.52,7.500186692
63.6,7.500170737
63.68,7.500154911
63.76,7.500139236
63.84,7.500123735
63.92,7.500108428
64,7.500093334
64.08,7.500078474
64.16,7.500063865
64.24,7.500049524
64.32,7.500035469
64.4,7.500021714
64.48,7.500008274
64.56,7.499995164
64.64,7.499982396
64.72,7.499969982
64.8,7.499957933
64.88,7.49994626
64.96,7.499934972
65.04,7.499924077
65.12,7.499913584
65.2,7.499903498
65.28,7.499893827
65.36,7.499884575
65.44,7.499875746
65.52,7.499867345
65.6,7.499859373
65.68,7.499851834
65.76,7.499844727
65.84,7.499838054
65.92,7.499831815
66,7.499826008
66.08,7.499820633
66.16,7.499815686
66.24,7.499811164
66.32,7.499807066
66.4,7.499803385
66.48,7.499800118
66.56,7.499797259
66.64,7.499794803
66.72,7.499792743
66.8,7.499791073
66.88,7.499789785
66.96,7.499788872
67.04,7.499788325
67.12,7.499788137
67.2,7.499788298
67.28,7.499788799
67.36,7.499789631
67.44,7.499790783
67.52,7.499792247
67.6,7.499794011
67.68,7.499796065
67.76,7.499798398
67.84,7.499800999
67.92,7.499803858
68,7.499806963
68.08,7.499810303
68.16,7.499813866
68.24,7.499817641
68.32,7.499821616
68.4,7.49982578
68.48,7.499830121
68.56,7.499834628
68.64,7.499839289
68.72,7.499844092
68.8,7.499849026
68.88,7.49985408
68.96,7.499859243
69.04,7.499864503
69.12,7.499869849
69.2,7.49987527
69.28,7.499880756
69.36,7.499886296
69.44,7.49989188
69.52,7.499897497
69.6,7.499903138
69.68,7.499908792
69.76,7.499914451
69.84,7.499920104
69.92,7.499925743
70,7.49993136
70.08,7.499936944
70.16,7.499942489
70.24,7.499947986
70.32,7.499953427
70.4,7.499958806
70.48,7.499964114
70.56,7.499969345
70.64,7.499974493
70.72,7.499979551
70.8,7.499984514
70.88,7.499989375
70.96,7.499994129
71.04,7.499998772
71.12,7.500003298
71.2,7.500007704
71.28,7.500011984
71.36,7.500016136
71.44,7.500020156
71.52,7.500024041
71.6,7.500027788
71.68,7.500031394
71.76,7.500034857
71.84,7.500038175
71.92,7.500041346
72,7.500044369
72.08,7.500047243
72.16,7.500049967
72.24,7.50005254
72.32,7.500054962
72.4,7.500057233
72.48,7.500059353
72.56,7.500061323
72.64,7.500063143
72.72,7.500064813
72.8,7.500066335
72.88,7.500067711
72.96,7.500068942
73.04,7.500070029
73.12,7.500070975
73.2,7.500071781
73.28,7.500072449
73.36,7.500072983
73.44,7.500073385
73.52,7.500073657
73.6,7.500073802
73.68,7.500073824
73.76,7.500073725
73.84,7.500073508
73.92,7.500073178
74,7.500072737
74.08,7.500072189
74.16,7.500071537
74.24,7.500070786
74.32,7.500069939
74.4,7.500069
74.48,7.500067972
74.56,7.50006686
74.64,7.500065668
74.72,7.5000644
74.8,7.500063059
74.88,7.500061649
74.96,7.500060175
75.04,7.500058641
75.12,7.500057051
75.2,7.500055409
75.28,7.500053718
75.36,7.500051983
75.44,7.500050208
75.52,7.500048396
75.6,7.500046552
75.68,7.500044679
75.76,7.500042781
75.84,7.500040862
75.92,7.500038926
76,7.500036975
76.08,7.500035015
76.16,7.500033047
76.24,7.500031076
76.32,7.500029104
76.4,7.500027135
76.48,7.500025173
76.56,7.500023219
76.64, 7.500021278
76.72, 7.500019351
76.8,7.500017442
76.88,7.500015554
76.96,7.500013688
77.04,7.500011847
77.12,7.500010034
77.2,7.500008252
77.28,7.500006501
77.36,7.500004784
77.44,7.500003103
77.52,7.50000146
77.6,7.499999857
77.68,7.499998294
77.76,7.499996774
77.84,7.499995299
77.92,7.499993868
78, 7.499992484
78.08,7.499991147
78.16,7.499989859
78.24,7.499988621
78.32,7.499987432
78.4,7.499986294
78.48,7.499985207
78.56,7.499984172
78.64,7.49998319
78.72,7.499982259
78.8,7.499981381
78.88,7.499980556
78.96,7.499979784
79.04,7.499979064
79.12,7.499978396
79.2,7.499977781
79.28,7.499977217
79.36,7.499976705
