sample_id,category,metric_partition,reference_pages,apply_universal,apply_multipage,apply_display_math,apply_inline_math,apply_semantic_table,apply_semantic_figure,apply_list,apply_crossref,apply_algorithm,apply_form,apply_prose,apply_compact,pairs_universal,pairs_multipage,pairs_display_math,pairs_inline_math,pairs_semantic_table,pairs_semantic_figure,pairs_list,pairs_crossref,pairs_algorithm,pairs_form,pairs_prose,pairs_compact,estimated_total_pairs,manual_blind_bundle_pairs
05_tables_simple_025,05_tables_simple,metric_test,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
05_tables_simple_027,05_tables_simple,metric_dev,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
05_tables_simple_028,05_tables_simple,metric_validation,2,True,True,True,True,True,False,False,False,False,False,False,False,82,8,12,6,15,0,0,0,0,0,0,0,123,5
06_tables_moderate_002,06_tables_moderate,metric_validation,3,True,True,False,False,True,False,False,False,False,False,False,False,82,10,0,0,15,0,0,0,0,0,0,0,107,5
06_tables_moderate_007,06_tables_moderate,metric_test,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_008,06_tables_moderate,metric_dev,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_010,06_tables_moderate,metric_dev,2,True,True,False,True,True,False,False,False,False,False,False,False,82,8,0,6,15,0,0,0,0,0,0,0,111,5
06_tables_moderate_012,06_tables_moderate,metric_validation,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_013,06_tables_moderate,metric_test,2,True,True,False,False,True,False,False,False,False,False,False,False,82,8,0,0,15,0,0,0,0,0,0,0,105,5
06_tables_moderate_014,06_tables_moderate,metric_dev,3,True,True,False,False,True,False,False,False,False,False,False,False,82,10,0,0,15,0,0,0,0,0,0,0,107,5
06_tables_moderate_015,06_tables_moderate,metric_test,3,True,True,False,False,True,False,False,False,False,False,False,False,82,10,0,0,15,0,0,0,0,0,0,0,107,5
06_tables_moderate_017,06_tables_moderate,metric_dev,3,True,True,False,False,True,False,False,False,False,False,False,False,82,10,0,0,15,0,0,0,0,0,0,0,107,5
06_tables_moderate_018,06_tables_moderate,metric_validation,3,True,True,False,False,True,False,False,False,False,False,False,False,82,10,0,0,15,0,0,0,0,0,0,0,107,5
06_tables_moderate_019,06_tables_moderate,metric_dev,2,True,True,False,True,True,False,False,False,False,False,False,False,82,8,0,6,15,0,0,0,0,0,0,0,111,5
06_tables_moderate_029,06_tables_moderate,metric_validation,2,True,True,False,True,True,False,False,False,False,False,False,False,82,8,0,6,15,0,0,0,0,0,0,0,111,5
06_tables_moderate_030,06_tables_moderate,metric_validation,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_031,06_tables_moderate,metric_test,2,True,True,False,True,True,False,False,False,False,False,False,False,82,8,0,6,15,0,0,0,0,0,0,0,111,5
06_tables_moderate_032,06_tables_moderate,metric_dev,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_033,06_tables_moderate,metric_dev,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_034,06_tables_moderate,metric_dev,3,True,True,False,True,True,False,False,False,False,False,False,False,82,10,0,6,15,0,0,0,0,0,0,0,113,5
06_tables_moderate_035,06_tables_moderate,metric_dev,2,True,True,False,True,True,False,False,False,False,False,False,False,82,8,0,6,15,0,0,0,0,0,0,0,111,5
09_algorithms_001,09_algorithms,metric_dev,2,True,True,False,True,False,False,False,False,True,False,False,False,82,8,0,6,0,0,0,0,12,0,0,0,108,5
09_algorithms_003,09_algorithms,metric_dev,2,True,True,False,True,False,False,False,False,True,False,False,False,82,8,0,6,0,0,0,0,12,0,0,0,108,5
09_algorithms_004,09_algorithms,metric_test,2,True,True,False,True,False,False,False,False,True,False,False,False,82,8,0,6,0,0,0,0,12,0,0,0,108,5
09_algorithms_005,09_algorithms,metric_test,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_008,09_algorithms,metric_dev,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_009,09_algorithms,metric_dev,1,True,False,False,True,False,False,False,True,True,False,False,False,82,0,0,6,0,0,0,9,12,0,0,0,109,5
09_algorithms_011,09_algorithms,metric_validation,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_013,09_algorithms,metric_validation,2,True,True,True,True,False,False,False,False,True,False,False,False,82,8,12,6,0,0,0,0,12,0,0,0,120,5
09_algorithms_016,09_algorithms,metric_dev,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_017,09_algorithms,metric_test,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_018,09_algorithms,metric_validation,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
09_algorithms_021,09_algorithms,metric_dev,1,True,False,False,True,False,False,False,False,True,False,False,False,82,0,0,6,0,0,0,0,12,0,0,0,100,5
10_compact_papers_001,10_compact_papers,metric_test,1,True,False,True,False,False,False,False,True,False,False,False,True,82,0,12,0,0,0,0,9,0,0,0,9,112,5
10_compact_papers_002,10_compact_papers,metric_dev,2,True,True,True,False,False,False,False,True,False,False,False,True,82,8,12,0,0,0,0,9,0,0,0,9,120,5
08_crossrefs_citations_001,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
10_compact_papers_004,10_compact_papers,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,True,82,0,12,0,0,0,0,9,0,0,0,9,112,5
10_compact_papers_005,10_compact_papers,metric_dev,2,True,True,True,False,False,False,False,True,False,False,False,True,82,8,12,0,0,0,0,9,0,0,0,9,120,5
10_compact_papers_006,10_compact_papers,metric_validation,2,True,True,True,False,False,False,False,True,False,False,False,True,82,8,12,0,0,0,0,9,0,0,0,9,120,5
10_compact_papers_011,10_compact_papers,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,True,82,0,12,0,0,0,0,9,0,0,0,9,112,5
10_compact_papers_012,10_compact_papers,metric_validation,1,True,False,True,False,False,False,False,True,False,False,False,True,82,0,12,0,0,0,0,9,0,0,0,9,112,5
10_compact_papers_015,10_compact_papers,metric_test,2,True,True,True,False,False,False,False,True,False,False,False,True,82,8,12,0,0,0,0,9,0,0,0,9,120,5
01_prose_sections_001,01_prose_sections,metric_test,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_002,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
08_crossrefs_citations_003,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
07_figures_captions_001,07_figures_captions,metric_test,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
01_prose_sections_002,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_004,08_crossrefs_citations,metric_validation,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_003,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
01_prose_sections_004,01_prose_sections,metric_test,2,True,True,False,False,False,False,False,False,False,False,True,False,82,8,0,0,0,0,0,0,0,0,9,0,99,5
08_crossrefs_citations_005,08_crossrefs_citations,metric_validation,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_006,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
01_prose_sections_007,01_prose_sections,metric_validation,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
01_prose_sections_008,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_006,08_crossrefs_citations,metric_test,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_009,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_007,08_crossrefs_citations,metric_validation,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_010,01_prose_sections,metric_validation,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
01_prose_sections_011,01_prose_sections,metric_validation,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_008,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_012,01_prose_sections,metric_test,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_009,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_013,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_010,08_crossrefs_citations,metric_validation,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
02_lists_formatting_002,02_lists_formatting,metric_validation,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
08_crossrefs_citations_011,08_crossrefs_citations,metric_test,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
01_prose_sections_014,01_prose_sections,metric_dev,1,True,False,False,False,False,False,False,False,False,False,True,False,82,0,0,0,0,0,0,0,0,0,9,0,91,5
08_crossrefs_citations_012,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
08_crossrefs_citations_013,08_crossrefs_citations,metric_test,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
08_crossrefs_citations_014,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
08_crossrefs_citations_015,08_crossrefs_citations,metric_dev,1,True,False,True,False,False,False,False,True,False,False,False,False,82,0,12,0,0,0,0,9,0,0,0,0,103,5
02_lists_formatting_003,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_006,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_008,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,True,False,False,False,False,82,0,0,6,0,0,12,9,0,0,0,0,109,5
07_figures_captions_002,07_figures_captions,metric_test,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_003,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
02_lists_formatting_011,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_012,02_lists_formatting,metric_test,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_013,02_lists_formatting,metric_test,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_014,02_lists_formatting,metric_dev,1,True,False,False,False,False,False,True,False,False,False,False,False,82,0,0,0,0,0,12,0,0,0,0,0,94,5
02_lists_formatting_015,02_lists_formatting,metric_dev,1,True,False,True,True,False,False,True,False,False,False,False,False,82,0,12,6,0,0,12,0,0,0,0,0,112,5
02_lists_formatting_018,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
07_figures_captions_004,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
02_lists_formatting_020,02_lists_formatting,metric_test,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_021,02_lists_formatting,metric_dev,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
07_figures_captions_005,07_figures_captions,metric_validation,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_006,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
02_lists_formatting_024,02_lists_formatting,metric_validation,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
07_figures_captions_007,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
02_lists_formatting_025,02_lists_formatting,metric_test,1,True,False,False,True,False,False,True,False,False,False,False,False,82,0,0,6,0,0,12,0,0,0,0,0,100,5
02_lists_formatting_026,02_lists_formatting,metric_validation,1,True,False,False,True,False,False,True,True,False,False,False,False,82,0,0,6,0,0,12,9,0,0,0,0,109,5
07_figures_captions_008,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_009,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_010,07_figures_captions,metric_validation,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_011,07_figures_captions,metric_validation,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_012,07_figures_captions,metric_dev,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_013,07_figures_captions,metric_test,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_014,07_figures_captions,metric_test,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
07_figures_captions_015,07_figures_captions,metric_validation,1,True,False,False,False,False,True,False,True,False,False,False,False,82,0,0,0,0,15,0,9,0,0,0,0,106,5
11_forms_cv_letters_001,11_forms_cv_letters,metric_test,3,True,True,False,False,False,False,False,False,False,True,False,False,82,10,0,0,0,0,0,0,0,9,0,0,101,5
11_forms_cv_letters_002,11_forms_cv_letters,metric_validation,2,True,True,False,False,False,False,False,False,False,True,False,False,82,8,0,0,0,0,0,0,0,9,0,0,99,5
11_forms_cv_letters_003,11_forms_cv_letters,metric_dev,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_004,11_forms_cv_letters,metric_dev,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_005,11_forms_cv_letters,metric_test,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_006,11_forms_cv_letters,metric_dev,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_007,11_forms_cv_letters,metric_dev,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_008,11_forms_cv_letters,metric_dev,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_009,11_forms_cv_letters,metric_validation,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
11_forms_cv_letters_010,11_forms_cv_letters,metric_test,1,True,False,False,False,False,False,False,False,False,True,False,False,82,0,0,0,0,0,0,0,0,9,0,0,91,5
