case_id,candidate_valid,mutation_visible,target_box_correct,label_correct,predicted_box_useful,reviewer,review_notes
A2BA4810D299,true,true,true,true,true,LLM_research_audit,Unblinded sheet 38: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
BF39DCCC4498,true,true,true,true,true,LLM_research_audit,Unblinded sheet 3: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
1F6978FD8F51,true,true,true,true,true,LLM_research_audit,Unblinded sheet 6: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
44DF2FC10CB3,true,true,true,true,true,LLM_research_audit,Unblinded sheet 120: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0FA91C7A6217,true,true,true,true,true,LLM_research_audit,Unblinded sheet 70: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B79B77F18C29,true,true,true,true,true,LLM_research_audit,Unblinded sheet 125: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
55FBE732F6C4,true,true,true,true,true,LLM_research_audit,Unblinded sheet 22: list_item_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5F8CEA792D59,true,true,true,true,true,LLM_research_audit,Unblinded sheet 8: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4512A5DF040D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 151: form_field_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A50A5086A25F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 72: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5F5E66FD95C2,true,true,true,true,true,LLM_research_audit,Unblinded sheet 20: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0776C64752A5,true,true,true,true,true,LLM_research_audit,Unblinded sheet 33: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
1469FD74FE31,true,true,true,true,true,LLM_research_audit,Unblinded sheet 112: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F0F657930C45,true,true,true,true,true,LLM_research_audit,Unblinded sheet 90: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
7BC00056AAA3,true,true,true,true,true,LLM_research_audit,Unblinded sheet 150: form_field_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E8EEF9FA93D8,true,true,true,true,true,LLM_research_audit,Unblinded sheet 135: algorithm_rule_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8D38A683194A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 34: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
79ED38C682FD,true,true,true,true,true,LLM_research_audit,Unblinded sheet 50: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
FC53242A9EC4,true,true,true,true,true,LLM_research_audit,Unblinded sheet 108: figure_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5DAC6ABA1F8F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 65: table_row_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4F1A129A194C,true,true,true,true,true,LLM_research_audit,Unblinded sheet 51: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
27298FF19F65,true,true,true,true,true,LLM_research_audit,Unblinded sheet 138: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
9368FE52D8EF,true,true,true,true,true,LLM_research_audit,Unblinded sheet 39: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F4C646701A94,true,true,true,true,true,LLM_research_audit,Unblinded sheet 106: figure_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
42F579A77923,true,true,true,true,true,LLM_research_audit,Unblinded sheet 80: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E7277905EC4F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 102: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
1499D7F5BB47,true,true,true,true,true,LLM_research_audit,Unblinded sheet 5: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
29B182D008EC,true,true,true,true,true,LLM_research_audit,Unblinded sheet 103: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
86F993934833,true,true,true,true,true,LLM_research_audit,Unblinded sheet 94: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
D6A10E214802,true,true,true,true,true,LLM_research_audit,Unblinded sheet 37: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F4D43B81E0BB,true,true,true,true,true,LLM_research_audit,Unblinded sheet 144: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8E6F4938959F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 16: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
EA27C338C753,true,true,true,true,true,LLM_research_audit,Unblinded sheet 123: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
DD4CEED8838A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 77: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
C7D32161CF97,true,true,true,true,false,LLM_research_audit,Unblinded sheet 124: block_right is visible and the red target covers the displaced block; the cyan residual does not isolate that block and is not a useful localizer.
0AD384F54891,true,true,true,true,true,LLM_research_audit,Unblinded sheet 23: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
9A04A9AB2D45,true,true,true,true,true,LLM_research_audit,Unblinded sheet 66: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
77B720053188,true,true,true,true,true,LLM_research_audit,Unblinded sheet 59: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
D2A69A51AD6A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 149: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
22BA0BED25F0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 118: crossref_token_corruption is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8BB08188EF3F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 1: paragraph_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A28EF27B3D7B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 24: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F37138C41F21,true,true,true,true,true,LLM_research_audit,Unblinded sheet 11: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
DCE3EFC7B649,true,true,true,true,true,LLM_research_audit,Unblinded sheet 136: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
CD2F9C6780BE,true,true,true,true,true,LLM_research_audit,Unblinded sheet 147: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
6117F2E8C4A7,true,true,true,true,true,LLM_research_audit,Unblinded sheet 47: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
548C0BD6E47D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 55: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0E0E86D66C11,true,true,true,true,true,LLM_research_audit,Unblinded sheet 81: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
2BDA047CFD07,true,true,true,true,true,LLM_research_audit,Unblinded sheet 115: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0B4D373CDAE0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 2: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
334D6E39721E,true,true,true,true,true,LLM_research_audit,Unblinded sheet 84: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A1EC9BF11B0E,true,true,true,true,true,LLM_research_audit,Unblinded sheet 98: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B4DEF0D6FD65,true,true,true,true,true,LLM_research_audit,Unblinded sheet 127: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
6F19B915816E,true,true,true,true,true,LLM_research_audit,Unblinded sheet 75: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
490926B69769,true,true,true,true,true,LLM_research_audit,Unblinded sheet 71: table_row_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F5AF0206DCBC,true,true,true,true,true,LLM_research_audit,Unblinded sheet 30: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
FA3DDBBF09E0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 117: crossref_token_corruption is visible; the red target covers the edited region and the cyan residual provides a useful localization.
2E6C5EEC8A4B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 43: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
C82D50C3FBB0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 155: form_field_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
38B5AB84CF3C,true,true,true,true,true,LLM_research_audit,Unblinded sheet 46: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
64081133D3DF,true,true,true,true,true,LLM_research_audit,Unblinded sheet 92: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
33220C53DB8F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 61: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
19E63E33F0EB,true,true,true,true,true,LLM_research_audit,Unblinded sheet 12: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
62E2703F4AB7,true,true,true,true,true,LLM_research_audit,Unblinded sheet 35: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
9513005D2EC0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 21: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
6C468F1E5896,true,true,true,true,true,LLM_research_audit,Unblinded sheet 10: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
AE5FC2F5E5C9,true,true,true,true,true,LLM_research_audit,Unblinded sheet 153: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
CA08FF90F595,true,true,true,true,true,LLM_research_audit,Unblinded sheet 114: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A367BEC42E19,true,true,true,true,true,LLM_research_audit,Unblinded sheet 107: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
3056D61E4526,true,true,true,true,true,LLM_research_audit,Unblinded sheet 109: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
68761E053EE1,true,true,true,true,true,LLM_research_audit,Unblinded sheet 99: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
3D51302F1729,true,true,true,true,true,LLM_research_audit,Unblinded sheet 42: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
BFA9C63BF020,true,true,true,true,true,LLM_research_audit,Unblinded sheet 13: paragraph_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
72AA62F47204,true,true,true,true,true,LLM_research_audit,Unblinded sheet 113: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
649027C09E99,true,true,true,true,true,LLM_research_audit,Unblinded sheet 25: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
D269B5C1F59A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 105: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
7F1E657C26BB,true,true,true,true,true,LLM_research_audit,Unblinded sheet 49: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5E4217AB4399,true,true,true,true,true,LLM_research_audit,Unblinded sheet 28: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
1D3016A5BB78,true,true,true,true,true,LLM_research_audit,Unblinded sheet 52: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
3CB0BA7D721B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 134: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
27AFE72427CA,true,true,true,true,true,LLM_research_audit,Unblinded sheet 83: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F77548FB0023,true,true,true,true,true,LLM_research_audit,Unblinded sheet 116: crossref_token_corruption is visible; the red target covers the edited region and the cyan residual provides a useful localization.
6CB93A7DA463,true,true,true,true,true,LLM_research_audit,Unblinded sheet 100: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
6A0983E43282,true,true,true,true,true,LLM_research_audit,Unblinded sheet 26: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B0B7038D4F99,true,true,true,true,true,LLM_research_audit,Unblinded sheet 7: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
395B94B20C4D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 56: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
211F2DEA5956,true,true,true,true,true,LLM_research_audit,Unblinded sheet 44: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
27D74DFB20CD,true,true,true,true,true,LLM_research_audit,Unblinded sheet 96: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
192FD8A7108A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 79: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
705520624BDC,true,true,true,true,true,LLM_research_audit,Unblinded sheet 82: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
AC5509B3193C,true,true,true,true,true,LLM_research_audit,Unblinded sheet 85: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4299F3A7A595,true,true,true,true,true,LLM_research_audit,Unblinded sheet 146: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0CE65693FF9B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 156: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
FF4E0C3F24C2,true,true,true,true,true,LLM_research_audit,Unblinded sheet 41: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
34FAE1DFC0DD,true,true,true,true,true,LLM_research_audit,Unblinded sheet 141: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
AE7EC501B83F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 17: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0B8EAB062892,true,true,true,true,true,LLM_research_audit,Unblinded sheet 157: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8CB43FEC66EC,true,true,true,true,true,LLM_research_audit,Unblinded sheet 119: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8DB3D0766BB9,true,true,true,true,true,LLM_research_audit,Unblinded sheet 32: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
CF97EB40F054,true,true,true,true,true,LLM_research_audit,Unblinded sheet 130: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
51F27F7F587F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 91: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
43E0A696EAC4,true,true,true,true,false,LLM_research_audit,Unblinded sheet 87: block_right is visible and the red target covers the displaced block; the cyan residual does not isolate that block and is not a useful localizer.
A782C97D315B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 88: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F2A564A7F6A2,true,true,true,true,true,LLM_research_audit,Unblinded sheet 53: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
3B779F3DBA53,true,true,true,true,true,LLM_research_audit,Unblinded sheet 54: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
FEB2EBCCF748,true,true,true,true,true,LLM_research_audit,Unblinded sheet 63: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
C30E282E635D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 126: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F7BC923F9C7A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 95: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
AA9AC9CEB434,true,true,true,true,true,LLM_research_audit,Unblinded sheet 15: list_item_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
DD22E780CAB9,true,true,true,true,true,LLM_research_audit,Unblinded sheet 40: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
77D47E26AF01,true,true,true,true,true,LLM_research_audit,Unblinded sheet 74: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
169B163665B7,true,true,true,true,true,LLM_research_audit,Unblinded sheet 139: algorithm_rule_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
50ED1E1DDF03,true,true,true,true,true,LLM_research_audit,Unblinded sheet 4: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5AA24D29C2E0,true,true,true,true,true,LLM_research_audit,Unblinded sheet 67: table_row_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4CDC2CDC752C,true,true,true,true,true,LLM_research_audit,Unblinded sheet 97: table_column_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4FDEE942B37A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 86: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8F87014B4696,true,true,true,true,true,LLM_research_audit,Unblinded sheet 36: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
1870C5E5B55A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 27: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
CA26BDAD126C,true,true,true,true,true,LLM_research_audit,Unblinded sheet 93: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0EA9B52319FE,true,true,true,true,false,LLM_research_audit,Unblinded sheet 78: block_right is visible and the red target covers the displaced table; no cyan residual enclosure was produced.
3A68A7BE73B6,true,true,true,true,true,LLM_research_audit,Unblinded sheet 69: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A96EC133A9BF,true,true,true,true,true,LLM_research_audit,Unblinded sheet 76: table_row_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
5B5F234663A6,true,true,true,true,true,LLM_research_audit,Unblinded sheet 140: compact_block_displacement is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0AE159A3CCFE,true,true,true,true,true,LLM_research_audit,Unblinded sheet 64: table_row_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E14F4EF92F81,true,true,true,true,true,LLM_research_audit,Unblinded sheet 18: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
D23550A1A1F6,true,true,true,true,true,LLM_research_audit,Unblinded sheet 111: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
BCE7FD37D660,true,true,true,true,true,LLM_research_audit,Unblinded sheet 14: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F40FA8625632,true,true,true,true,true,LLM_research_audit,Unblinded sheet 148: form_field_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A7DE95B6DB0B,true,true,true,true,true,LLM_research_audit,Unblinded sheet 143: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
37ED2E85A8CA,true,true,true,true,true,LLM_research_audit,Unblinded sheet 29: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
369608E222DC,true,true,true,true,true,LLM_research_audit,Unblinded sheet 137: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
34A0F7E22F06,true,true,true,true,true,LLM_research_audit,Unblinded sheet 131: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B15AABBA0248,true,true,true,true,true,LLM_research_audit,Unblinded sheet 154: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0B6B97E2E0B6,true,true,true,true,true,LLM_research_audit,Unblinded sheet 101: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
0FAD10FBD532,true,true,true,true,true,LLM_research_audit,Unblinded sheet 58: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
859EC154043E,true,true,true,true,true,LLM_research_audit,Unblinded sheet 121: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
8FE677889ADB,true,true,true,true,true,LLM_research_audit,Unblinded sheet 48: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B6991D33AC0D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 128: algorithm_rule_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
7ADB9689D0FA,true,true,true,true,true,LLM_research_audit,Unblinded sheet 60: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
B79B8C8DEBC2,true,true,true,true,true,LLM_research_audit,Unblinded sheet 142: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
20B6E316913F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 68: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E8D8A81E045F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 133: algorithm_rule_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E1A0CAA88F2A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 73: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
117A3F10741D,true,true,true,true,true,LLM_research_audit,Unblinded sheet 104: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
553C31BA1D54,true,true,true,true,true,LLM_research_audit,Unblinded sheet 89: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
618C4DCB3FCF,true,true,true,true,true,LLM_research_audit,Unblinded sheet 45: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
D578A0232AF4,true,true,true,true,true,LLM_research_audit,Unblinded sheet 9: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
942CAED1C2E9,true,true,true,true,true,LLM_research_audit,Unblinded sheet 19: list_item_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
2951E4B24741,true,true,true,true,true,LLM_research_audit,Unblinded sheet 122: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
DCE9AD0DA543,true,true,true,true,true,LLM_research_audit,Unblinded sheet 129: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
C54361FBD881,true,true,true,true,true,LLM_research_audit,Unblinded sheet 62: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
920C78D65778,true,true,true,true,true,LLM_research_audit,Unblinded sheet 110: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
88102DA56779,true,true,true,true,true,LLM_research_audit,Unblinded sheet 31: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E0FFE82D7E4F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 57: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
E50F1F9B91C4,true,true,true,true,true,LLM_research_audit,Unblinded sheet 132: algorithm_rule_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
F738214DBDC5,true,true,true,true,true,LLM_research_audit,Unblinded sheet 38: display_math_occlude is visible; the red target covers the edited region and the cyan residual provides a useful localization.
4B75E23D73DA,true,true,true,true,true,LLM_research_audit,Unblinded sheet 3: block_right is visible; the red target covers the edited region and the cyan residual provides a useful localization.
317407C97F2F,true,true,true,true,true,LLM_research_audit,Unblinded sheet 152: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
FA1AD0219B89,true,true,true,true,true,LLM_research_audit,Unblinded sheet 120: text_deletion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
A9EA03E47E0A,true,true,true,true,true,LLM_research_audit,Unblinded sheet 70: local_occlusion is visible; the red target covers the edited region and the cyan residual provides a useful localization.
